conditionId,asset,size,curPrice,valuationTime
0x968405389c88e2d11e379042be4893f34989b0086ae84029edffbec51ff5fd7f,78654527857504593303465840591529745089668182153421857046687001020298321913143,0.007500,0.025500,2026-03-24T10:30:06Z
0x61ce3773237a948584e422de72265f937034af418a8b703e3a860ea62e59ff36,48825140812430902098404528620382945035793471220915259967486864813738884055220,0.006665,0.015500,2026-03-24T10:30:06Z
0x322e48d75c5d275c29d9293169d88779e771631e9cf6a845e3027e521f3fd6f2,41484391753768689986118304017238222622649602874466422125498447834247896312840,0.006550,0.009000,2026-03-24T10:30:06Z
